index,label,count,number_of_blocks,topic,sentiment,stemmed_word
2123,bladder,61,2,Topic 5,normal,bladder
2124,cats,54,2,Topic 5,normal,cat
2130,contractions,35,2,Topic 6,normal,contract
2150,G4,183,2,Topic 6,normal,g4
2151,topologies,16,2,Topic 1,normal,topolog
2162,respect,12,2,Topic 5,positive,respect
2163,pharyngeal,19,2,Topic 3,normal,pharyng
2165,pregnancy,43,2,Topic 4,normal,pregnanc
2172,falciparum,38,2,Topic 3,normal,falciparum
2174,evaluation,6,2,Topic 1,normal,evalu
2176,VP1,4,2,Topic 6,normal,vp1
2189,Viral,12,2,Topic 6,normal,viral
2211,MS,38,2,Topic 6,normal,ms
2215,complications,18,2,Topic 5,normal,complic
2223,LYM,29,2,Topic 6,normal,lym
2224,LDH,15,2,Topic 6,normal,ldh
2225,fluids,40,2,Topic 4,normal,fluid
2229,FBS,21,2,Topic 6,normal,fb
2247,nucleosomes,101,2,Topic 3,normal,nucleosom
2251,modules,29,2,Topic 1,normal,modul
2258,Chd1,112,2,Topic 6,normal,chd1
2259,Middle,6,2,Topic 6,normal,middl
2279,furin,37,2,Topic 1,normal,furin
2286,fatigue,8,2,Topic 2,negative,fatigu
2288,signs,10,2,Topic 2,normal,sign
2304,VIPs,123,2,Topic 6,normal,vip
2317,endosomes,37,2,Topic 4,normal,endosom
2332,villages,51,2,Topic 5,normal,villag
2336,mAb,17,2,Topic 6,normal,mab
2349,biosensor,12,2,Topic 4,normal,biosensor
2354,Nucleic,9,2,Topic 6,normal,nucleic
2363,Index,31,2,Topic 6,normal,index
2376,IL12,65,2,Topic 6,normal,il12
2381,vulnerability,24,2,Topic 2,normal,vulner
2388,NiV,38,2,Topic 6,normal,niv
2392,BE,24,2,Topic 6,normal,be
2403,TI,14,2,Topic 6,normal,ti
2408,VEC,46,2,Topic 6,normal,vec
2411,CR3022,94,2,Topic 6,normal,cr3022
2414,Vas,34,2,Topic 6,normal,va
2418,nomogram,26,2,Topic 5,normal,nomogram
2429,nsp12,87,2,Topic 3,normal,nsp12
2432,bronchitis,8,2,Topic 1,normal,bronchiti
2438,IP10,14,2,Topic 6,normal,ip10
2440,decision,35,2,Topic 2,normal,decis
2441,aketoamides,23,2,Topic 6,normal,aketoamid
2442,enteroviruses,22,2,Topic 4,normal,enterovirus
2458,Sera,31,2,Topic 6,normal,sera
2470,granules,30,2,Topic 4,normal,granul
2472,sodium,28,2,Topic 4,normal,sodium
2475,IC,6,2,Topic 6,normal,ic
2493,rats,27,2,Topic 4,normal,rat
2517,vivo,12,2,Topic 4,normal,vivo
2521,Organisation,5,2,Topic 6,normal,organis
2523,Coronaviridae,10,2,Topic 6,normal,coronavirida
2532,space,24,2,Topic 1,normal,space
2535,devil,15,2,Topic 5,negative,devil
2543,DFTD,12,2,Topic 6,normal,dftd
2557,coli,27,2,Topic 3,normal,coli
2565,H3,32,2,Topic 6,normal,h3
2598,pH,70,2,Topic 6,normal,ph
2603,head,9,2,Topic 1,normal,head
2608,CHIKV,58,2,Topic 6,normal,chikv
2620,IFITM3,119,2,Topic 6,normal,ifitm3
2628,Gralinski,17,2,Topic 6,normal,gralinski
2644,emotions,41,2,Topic 2,normal,emot
2650,AdV,18,2,Topic 6,normal,adv
2652,spillover,71,2,Topic 5,normal,spillov
2662,chip,43,2,Topic 4,normal,chip
2670,NGS,23,2,Topic 6,normal,ng
2674,room,20,2,Topic 4,normal,room
2677,infectee,23,2,Topic 2,normal,infecte
2679,intron,102,2,Topic 3,normal,intron
2686,HCoVNL63,51,2,Topic 6,normal,hcovnl63
2694,holiday,121,2,Topic 2,normal,holiday
2696,patch,64,2,Topic 5,normal,patch
2703,nsP3,74,2,Topic 6,normal,nsp3
2706,clock,29,2,Topic 1,normal,clock
2719,naming,54,2,Topic 1,normal,name
2725,AD,44,2,Topic 6,normal,ad
2732,OSD,45,2,Topic 6,normal,osd
2733,LAMPOSD,48,2,Topic 6,normal,lamposd
2746,England,26,2,Topic 6,normal,england
2748,absence,10,2,Topic 4,negative,absenc
2764,understanding,4,2,Topic 1,normal,understand
2770,horizon,77,2,Topic 5,normal,horizon
2777,issues,13,2,Topic 5,negative,issu
2778,refinement,139,2,Topic 5,positive,refin
2791,birth,9,2,Topic 5,normal,birth
2813,scans,27,2,Topic 4,normal,scan
2818,Nidovirales,47,2,Topic 6,normal,nidoviral
2826,PS,14,2,Topic 6,normal,ps
2837,prodrug,72,2,Topic 3,normal,prodrug
2845,hits,38,2,Topic 1,normal,hit
2850,AUC,21,2,Topic 6,normal,auc
2851,CasD1,33,2,Topic 6,normal,casd1
2856,SGs,124,2,Topic 6,normal,sg
2867,AIC,60,2,Topic 6,normal,aic
2880,shifting,35,2,Topic 5,normal,shift
2883,interferon,15,2,Topic 4,normal,interferon
2905,Zhejiang,12,2,Topic 6,normal,zhejiang
2914,bias,46,2,Topic 1,negative,bia
2923,hospitalisation,16,2,Topic 2,normal,hospitalis
2927,Wallinga,7,2,Topic 6,normal,wallinga
2929,CCDC,18,2,Topic 6,normal,ccdc
2934,recruitment,26,2,Topic 4,normal,recruit
2941,radiologists,40,2,Topic 5,normal,radiologist
2952,epicenters,28,2,Topic 6,normal,epicent
2978,NSP16,46,2,Topic 6,normal,nsp16
2979,dNSP16,26,2,Topic 6,normal,dnsp16
2982,calibration,16,2,Topic 5,normal,calibr
2994,collection,24,2,Topic 1,normal,collect
3024,SWNTs,101,2,Topic 6,normal,swnt
3037,lag,25,2,Topic 2,negative,lag
3038,ARIMA,26,2,Topic 6,normal,arima
3054,impairment,20,2,Topic 4,normal,impair
3062,Renmin,19,2,Topic 6,normal,renmin
3063,University,6,2,Topic 6,normal,univers
3127,Depletion,48,2,Topic 6,normal,deplet
3165,immunosuppression,38,2,Topic 4,normal,immunosuppress
3184,IDVI,29,2,Topic 6,normal,idvi
3185,renewal,67,2,Topic 2,normal,renew
3203,destination,39,2,Topic 2,normal,destin
3226,G3BP1,125,2,Topic 6,normal,g3bp1
3300,implications,11,2,Topic 2,normal,implic
3342,aerosol,42,2,Topic 2,normal,aerosol
3344,hepatitis,10,2,Topic 1,normal,hepat
3347,analogues,20,2,Topic 3,normal,analogu
3348,SEIRD,13,2,Topic 6,normal,seird
7,Cambodia,4,1,Topic 6,normal,cambodia
39,Prem,7,1,Topic 6,normal,prem
44,eigenvalue,7,1,Topic 5,normal,eigenvalu
49,hACE2,21,1,Topic 6,normal,hace2
69,warning,38,1,Topic 2,negative,warn
75,capability,12,1,Topic 1,positive,capabl
89,HKU2,60,1,Topic 6,normal,hku2
124,ccfRNAs,18,1,Topic 6,normal,ccfrna
128,transfer,6,1,Topic 3,normal,transfer
135,HD5EU,18,1,Topic 6,normal,hd5eu
144,LINE1,18,1,Topic 6,normal,line1
157,TCC,15,1,Topic 6,normal,tcc
159,tibroviruses,16,1,Topic 6,normal,tibrovirus
161,tibrovirus,11,1,Topic 6,normal,tibroviru
176,wildlife,5,1,Topic 1,normal,wildlif
187,BatCoVRaTG13,15,1,Topic 6,normal,batcovratg13
189,pangolinCoV2020,10,1,Topic 6,normal,pangolincov2020
197,S1CTDs,11,1,Topic 6,normal,s1ctd
200,robustness,12,1,Topic 5,normal,robust
204,VT,46,1,Topic 6,normal,vt
210,FLNs,25,1,Topic 6,normal,fln
212,nFLNs,16,1,Topic 6,normal,nfln
215,asthma,15,1,Topic 4,normal,asthma
217,Staphylococcus,14,1,Topic 6,normal,staphylococcu
218,Corynebacterium,14,1,Topic 6,normal,corynebacterium
220,Alloiococcus,21,1,Topic 6,normal,alloiococcu
221,Moraxella,48,1,Topic 6,normal,moraxella
222,Streptococcus,39,1,Topic 6,normal,streptococcu
223,Haemophilus,29,1,Topic 6,normal,haemophilu
226,MPGs,45,1,Topic 6,normal,mpg
229,LRI,66,1,Topic 6,normal,lri
230,wheeze,42,1,Topic 5,normal,wheez
231,HRVC,18,1,Topic 6,normal,hrvc
235,CTD1,9,1,Topic 6,normal,ctd1
237,ITASSER,9,1,Topic 6,normal,itass
243,MN9089473,8,1,Topic 6,normal,mn9089473
246,Phyre2,6,1,Topic 6,normal,phyre2
257,involvement,19,1,Topic 3,normal,involv
267,SEYAR,8,1,Topic 6,normal,seyar
277,cavity,15,1,Topic 4,normal,caviti
281,innate,12,1,Topic 4,normal,innat
285,cGAMP,29,1,Topic 6,normal,cgamp
286,cGAS,36,1,Topic 6,normal,cga
288,mtDNA,21,1,Topic 6,normal,mtdna
289,voltage,33,1,Topic 4,normal,voltag
293,VSD,48,1,Topic 6,normal,vsd
296,arginine,36,1,Topic 4,normal,arginin
301,protons,108,1,Topic 5,normal,proton
305,CROSSalign,25,1,Topic 6,normal,crossalign
309,conservation,13,1,Topic 1,normal,conserv
310,XIST,15,1,Topic 6,normal,xist
311,HOTAIR,13,1,Topic 6,normal,hotair
319,CMfinder,6,1,Topic 6,normal,cmfinder
320,RepA,23,1,Topic 6,normal,repa
329,gamma,23,1,Topic 2,normal,gamma
330,firstgeneration,23,1,Topic 6,normal,firstgener
335,DRC,13,1,Topic 6,normal,drc
338,milepost,10,1,Topic 6,normal,milepost
347,turning,17,1,Topic 2,normal,turn
353,constraint,16,1,Topic 1,normal,constraint
360,WBC,8,1,Topic 6,normal,wbc
365,Algeria,11,1,Topic 6,normal,algeria
366,AlgCOVID19,8,1,Topic 6,normal,algcovid19
370,Ministry,4,1,Topic 6,normal,ministri
374,mutagenesis,22,1,Topic 3,normal,mutagenesi
375,oligo,7,1,Topic 3,normal,oligo
377,capsid,10,1,Topic 3,normal,capsid
378,Golden,9,1,Topic 6,normal,golden
379,X174,21,1,Topic 6,normal,x174
382,plaques,13,1,Topic 3,normal,plaqu
385,ORF8,14,1,Topic 6,normal,orf8
386,ORF7a,11,1,Topic 6,normal,orf7a
387,AlphaCoVs,5,1,Topic 6,normal,alphacov
400,HI,39,1,Topic 6,normal,hi
403,Rif,19,1,Topic 6,normal,rif
404,Str,17,1,Topic 6,normal,str
405,rpoB,21,1,Topic 6,normal,rpob
406,rpsL,20,1,Topic 6,normal,rpsl
407,SOS,28,1,Topic 6,normal,so
409,BTV,49,1,Topic 6,normal,btv
411,BTVNS3,32,1,Topic 6,normal,btvns3
412,MAPKERK,39,1,Topic 6,normal,mapkerk
414,BRaf,28,1,Topic 6,normal,braf
416,Elk1,11,1,Topic 6,normal,elk1
417,ERK12,14,1,Topic 6,normal,erk12
423,PDF2180,6,1,Topic 6,normal,pdf2180
430,priming,3,1,Topic 3,normal,prime
434,Steroid,6,1,Topic 6,normal,steroid
436,ciclesonide,14,1,Topic 4,normal,ciclesonid
438,suppression,3,1,Topic 4,negative,suppress
439,mometasone,7,1,Topic 6,normal,mometason
441,n6,1,1,Topic 6,normal,n6
452,TB,14,1,Topic 6,normal,tb
453,Tuberculosis,4,1,Topic 6,normal,tuberculosi
455,MTB,25,1,Topic 6,normal,mtb
457,selfprotection,9,1,Topic 6,normal,selfprotect
460,ISD,86,1,Topic 6,normal,isd
464,iNO,11,1,Topic 6,normal,ino
474,V1691R,11,1,Topic 6,normal,v1691r
476,rMERSCoV,12,1,Topic 6,normal,rmerscov
481,jejunum,22,1,Topic 4,normal,jejunum
482,IPECJ2,27,1,Topic 6,normal,ipecj2
492,JMTV,40,1,Topic 6,normal,jmtv
496,ALSV,48,1,Topic 6,normal,alsv
497,representative,11,1,Topic 4,normal,repres
498,IRECTVM19,17,1,Topic 6,normal,irectvm19
500,Miass527,16,1,Topic 6,normal,miass527
501,Wang,16,1,Topic 6,normal,wang
502,Miass519,11,1,Topic 6,normal,miass519
503,nuORF,11,1,Topic 6,normal,nuorf
506,snapshot,10,1,Topic 1,normal,snapshot
511,TnI,12,1,Topic 6,normal,tni
512,EAT,14,1,Topic 6,normal,eat
517,manufacturer,6,1,Topic 3,normal,manufactur
524,Metrichor,8,1,Topic 6,normal,metrichor
525,WIMP,8,1,Topic 6,normal,wimp
527,SAXS,23,1,Topic 6,normal,sax
529,detergent,39,1,Topic 1,normal,deterg
532,beamlines,11,1,Topic 6,normal,beamlin
533,pipeline,29,1,Topic 1,normal,pipelin
534,ISPyB,18,1,Topic 6,normal,ispyb
541,Portugal,11,1,Topic 6,normal,portug
548,PRV,7,1,Topic 6,normal,prv
550,SCG,6,1,Topic 6,normal,scg
551,soma,4,1,Topic 6,normal,soma
559,Guangzhou,14,1,Topic 6,normal,guangzhou
563,National,2,1,Topic 6,normal,nation
579,ExoNAA,20,1,Topic 6,normal,exonaa
580,MHVExoNAA,4,1,Topic 6,normal,mhvexonaa
584,methodologies,5,1,Topic 1,normal,methodolog
585,HCA,40,1,Topic 6,normal,hca
587,timesmin,2,1,Topic 6,normal,timesmin
588,saturation,2,1,Topic 2,normal,satur
589,inhalation,2,1,Topic 4,normal,inhal
594,followup,2,1,Topic 6,normal,followup
600,SPO,2,1,Topic 6,normal,spo
601,PaO,3,1,Topic 6,normal,pao
602,mmHg,3,1,Topic 6,normal,mmhg
604,QSEIR,16,1,Topic 6,normal,qseir
607,confidence,6,1,Topic 2,positive,confid
612,HLA,15,1,Topic 6,normal,hla
615,allotypes,28,1,Topic 1,normal,allotyp
619,jellies,49,1,Topic 6,normal,jelli
620,hive,34,1,Topic 3,normal,hive
624,queen,39,1,Topic 3,normal,queen
625,NTCP,23,1,Topic 6,normal,ntcp
627,aminoacids,16,1,Topic 6,normal,aminoacid
628,DBPMAF,44,1,Topic 6,normal,dbpmaf
629,NAGABHUMAN,17,1,Topic 6,normal,nagabhuman
630,spot,12,1,Topic 1,normal,spot
638,dsDNA,4,1,Topic 6,normal,dsdna
648,congestion,16,1,Topic 5,negative,congest
649,SERINC5,84,1,Topic 6,normal,serinc5
657,nascent,28,1,Topic 3,normal,nascent
659,1PRF,42,1,Topic 6,normal,1prf
665,SINV,15,1,Topic 6,normal,sinv
666,TM2,31,1,Topic 6,normal,tm2
667,gGFP,9,1,Topic 6,normal,ggfp
678,disclosure,5,1,Topic 6,normal,disclosur
681,PLX,7,1,Topic 6,normal,plx
682,D0,9,1,Topic 6,normal,d0
683,Nesteruk,6,1,Topic 6,normal,nesteruk
690,CD68,5,1,Topic 6,normal,cd68
691,C5b9,8,1,Topic 6,normal,c5b9
692,immunohistochemistry,8,1,Topic 4,normal,immunohistochemistri
693,ARF,10,1,Topic 6,normal,arf
701,CysC,6,1,Topic 6,normal,cysc
702,CREA,6,1,Topic 6,normal,crea
703,FCN1,14,1,Topic 6,normal,fcn1
705,SPP1,11,1,Topic 6,normal,spp1
707,LAC,22,1,Topic 6,normal,lac
715,Multimerization,20,1,Topic 6,normal,multimer
716,CCD,29,1,Topic 6,normal,ccd
717,Information,10,1,Topic 6,normal,inform
718,Cascades,10,1,Topic 6,normal,cascad
720,TICs,18,1,Topic 6,normal,tic
721,tokens,13,1,Topic 6,normal,token
733,distress,3,1,Topic 2,negative,distress
736,methemoglobin,4,1,Topic 6,normal,methemoglobin
737,intubation,5,1,Topic 2,normal,intub
740,MLE,8,1,Topic 6,normal,mle
742,recognition,11,1,Topic 1,normal,recognit
743,Y4F,5,1,Topic 6,normal,y4f
744,APL,2,1,Topic 6,normal,apl
745,pMHC,4,1,Topic 6,normal,pmhc
748,p3P,4,1,Topic 6,normal,p3p
751,P14,14,1,Topic 6,normal,p14
753,V3P,8,1,Topic 6,normal,v3p
754,H2D,13,1,Topic 6,normal,h2d
755,gp33,8,1,Topic 6,normal,gp33
761,nidovirus,12,1,Topic 3,normal,nidoviru
764,PSCNV,42,1,Topic 6,normal,pscnv
766,FSHD,44,1,Topic 6,normal,fshd
770,transgenic,23,1,Topic 4,normal,transgen
771,DUX4fl,79,1,Topic 6,normal,dux4fl
772,ACTA1MCM,32,1,Topic 6,normal,acta1mcm
773,TMX,60,1,Topic 6,normal,tmx
775,XBP1,4,1,Topic 6,normal,xbp1
776,NDV,10,1,Topic 6,normal,ndv
777,CHOP,11,1,Topic 6,normal,chop
780,MCL1,3,1,Topic 6,normal,mcl1
781,NDVinduced,3,1,Topic 6,normal,ndvinduc
782,HeLa,5,1,Topic 6,normal,hela
785,wet,17,1,Topic 2,normal,wet
790,blend,5,1,Topic 6,normal,blend
791,oils,27,1,Topic 6,normal,oil
795,rumen,6,1,Topic 6,normal,rumen
796,fermentation,4,1,Topic 3,normal,ferment
797,dairy,5,1,Topic 6,normal,dairi
798,heifers,14,1,Topic 6,normal,heifer
800,feed,9,1,Topic 5,normal,feed
804,IGF1,3,1,Topic 6,normal,igf1
805,preweaning,8,1,Topic 6,normal,prewean
806,postweaning,6,1,Topic 6,normal,postwean
808,BW,3,1,Topic 6,normal,bw
810,BEO,23,1,Topic 6,normal,beo
811,Calf,8,1,Topic 6,normal,calf
812,meals,5,1,Topic 6,normal,meal
813,starter,5,1,Topic 6,normal,starter
817,PARP2,92,1,Topic 6,normal,parp2
821,SF,19,1,Topic 6,normal,sf
822,Odor,47,1,Topic 6,normal,odor
824,piriform,69,1,Topic 6,normal,piriform
826,Fostagging,29,1,Topic 6,normal,fostag
828,ensembles,28,1,Topic 4,normal,ensembl
829,recall,17,1,Topic 2,normal,recal
833,Wilcoxon,24,1,Topic 6,normal,wilcoxon
836,box,30,1,Topic 1,normal,box
837,Mad1Mad2,21,1,Topic 6,normal,mad1mad2
838,SAC,35,1,Topic 6,normal,sac
844,Bub1,16,1,Topic 6,normal,bub1
847,inpatients,10,1,Topic 2,normal,inpati
850,triage,7,1,Topic 2,normal,triag
852,Nowcast,47,1,Topic 6,normal,nowcast
853,NobBS,47,1,Topic 6,normal,nobb
859,irritation,4,1,Topic 6,negative,irrit
862,subsets,13,1,Topic 4,normal,subset
865,document,3,1,Topic 5,normal,document
866,Chicago,16,1,Topic 6,normal,chicago
867,computer,7,1,Topic 1,normal,comput
868,mitigation,33,1,Topic 2,normal,mitig
871,opportunity,4,1,Topic 5,normal,opportun
873,mitigationlockdown,4,1,Topic 6,normal,mitigationlockdown
874,viromes,13,1,Topic 6,normal,virom
875,Anseriformes,34,1,Topic 6,normal,anseriform
876,ducks,26,1,Topic 6,normal,duck
877,Charadriiformes,26,1,Topic 6,normal,charadriiform
879,Birds,14,1,Topic 6,normal,bird
880,CovidSIM,6,1,Topic 6,normal,covidsim
893,IFNAR,9,1,Topic 6,normal,ifnar
903,SARSCoV2RBD,8,1,Topic 6,normal,sarscov2rbd
904,binders,9,1,Topic 1,normal,binder
907,interferometry,5,1,Topic 4,normal,interferometri
911,SBP1,21,1,Topic 6,normal,sbp1
912,KNN,12,1,Topic 6,normal,knn
913,personnel,40,1,Topic 2,normal,personnel
914,SCL90,7,1,Topic 6,normal,scl90
916,norm,9,1,Topic 5,normal,norm
918,chemotherapy,40,1,Topic 4,normal,chemotherapi
920,kt,5,1,Topic 4,normal,kt
922,Pathoscope,21,1,Topic 6,normal,pathoscop
923,metaMix,27,1,Topic 6,normal,metamix
925,glycosylation,17,1,Topic 4,normal,glycosyl
927,shield,23,1,Topic 4,normal,shield
930,elimination,7,1,Topic 2,negative,elimin
931,exit,18,1,Topic 2,normal,exit
932,lactis,49,1,Topic 3,normal,lacti
936,K2Orf3p,22,1,Topic 6,normal,k2orf3p
939,pGKL,47,1,Topic 6,normal,pgkl
946,representations,10,1,Topic 1,normal,represent
947,MLDSPGUI,15,1,Topic 6,normal,mldspgui
948,Sephadex,1,1,Topic 6,normal,sephadex
949,G25,1,1,Topic 6,normal,g25
953,chromatography,1,1,Topic 3,normal,chromatographi
954,LUVs,3,1,Topic 6,normal,luv
955,DLS,1,1,Topic 6,normal,dl
956,leakage,1,1,Topic 4,negative,leakag
958,permeability,1,1,Topic 4,normal,permeabl
960,fluorophore,1,1,Topic 3,normal,fluorophor
961,AgNPs,7,1,Topic 6,normal,agnp
963,GUVs,3,1,Topic 6,normal,guv
964,tension,4,1,Topic 4,negative,tension
967,Abl,51,1,Topic 6,normal,abl
968,kinase,50,1,Topic 4,normal,kinas
969,imatinib,43,1,Topic 4,normal,imatinib
970,GNF2,31,1,Topic 6,normal,gnf2
971,GNF5,31,1,Topic 6,normal,gnf5
972,syncytia,12,1,Topic 4,normal,syncytia
974,pancreas,28,1,Topic 3,normal,pancrea
976,amylase,9,1,Topic 6,normal,amylas
977,lipase,9,1,Topic 6,normal,lipas
980,pleiotropic,10,1,Topic 1,normal,pleiotrop
985,mediation,39,1,Topic 1,normal,mediat
986,scb1,31,1,Topic 6,normal,scb1
987,Brady,17,1,Topic 6,normal,bradi
991,Rockman,19,1,Topic 6,normal,rockman
992,Kruglyak,12,1,Topic 6,normal,kruglyak
995,eQTL,26,1,Topic 6,normal,eqtl
997,circuits,29,1,Topic 3,normal,circuit
999,ToolKit,7,1,Topic 6,normal,toolkit
1000,MTK,38,1,Topic 6,normal,mtk
1002,landing,16,1,Topic 3,normal,land
1011,RSCs,25,1,Topic 6,normal,rsc
1016,odds,7,1,Topic 1,normal,odd
1024,discoveryWuhan,1,1,Topic 6,normal,discoverywuhan
1027,note,1,1,Topic 2,normal,note
1033,AST,1,1,Topic 6,normal,ast
1034,phosphatase,1,1,Topic 4,normal,phosphatas
1035,ALP,1,1,Topic 6,normal,alp
1036,bilirubin,1,1,Topic 2,normal,bilirubin
1037,TBIL,1,1,Topic 6,normal,tbil
1039,ductal,2,1,Topic 6,normal,ductal
1041,domestication,39,1,Topic 3,normal,domest
1045,sporulate,50,1,Topic 6,normal,sporul
1047,quiescence,17,1,Topic 4,normal,quiescenc
1048,MLCE,9,1,Topic 6,normal,mlce
1051,KSHV,15,1,Topic 6,normal,kshv
1054,escapees,11,1,Topic 6,normal,escape
1055,C19ORF66,32,1,Topic 6,normal,c19orf66
1057,shutoff,9,1,Topic 3,normal,shutoff
1060,IFNI,20,1,Topic 6,normal,ifni
1062,STAT1,14,1,Topic 6,normal,stat1
1063,Sf6,57,1,Topic 6,normal,sf6
1064,OmpA,38,1,Topic 6,normal,ompa
1065,ejection,15,1,Topic 6,normal,eject
1066,BLI,14,1,Topic 6,normal,bli
1067,OmpATM,22,1,Topic 6,normal,ompatm
1068,lions,29,1,Topic 1,normal,lion
1069,cooccurrence,25,1,Topic 6,normal,cooccurr
1070,prophages,55,1,Topic 6,normal,prophag
1071,PhiSpy,14,1,Topic 6,normal,phispi
1079,michiganensis,69,1,Topic 6,normal,michiganensi
1082,nebraskensis,40,1,Topic 6,normal,nebraskensi
1083,Goss,9,1,Topic 6,normal,goss
1086,goal,4,1,Topic 5,normal,goal
1088,neoformans,18,1,Topic 1,normal,neoforman
1096,Republic,10,1,Topic 6,normal,republ
1102,CAV1,27,1,Topic 6,normal,cav1
1107,A2AR,30,1,Topic 6,normal,a2ar
1108,BRET,5,1,Topic 6,normal,bret
1109,D2LR,8,1,Topic 6,normal,d2lr
1111,GPCR,33,1,Topic 6,normal,gpcr
1112,prototype,12,1,Topic 1,normal,prototyp
1113,A2ARD2R,8,1,Topic 6,normal,a2ard2r
1114,scA2ARD2R,21,1,Topic 6,normal,sca2ard2r
1116,D2R,17,1,Topic 6,normal,d2r
1117,monomers,15,1,Topic 4,normal,monom
1118,Cter,15,1,Topic 6,normal,cter
1120,Nter,26,1,Topic 6,normal,nter
1121,scA2ARD2LR,13,1,Topic 6,normal,sca2ard2lr
1122,angle,14,1,Topic 4,normal,angl
1123,apoprotein,19,1,Topic 4,normal,apoprotein
1124,RC,16,1,Topic 6,normal,rc
1125,biotin,17,1,Topic 4,normal,biotin
1126,ligase,10,1,Topic 3,normal,ligas
1127,RTC,34,1,Topic 6,normal,rtc
1128,BirAR118G,14,1,Topic 6,normal,birar118g
1137,MeUTP,21,1,Topic 6,normal,meutp
1139,creatinine,8,1,Topic 4,normal,creatinin
1140,Ccr,10,1,Topic 6,normal,ccr
1141,UACR,9,1,Topic 6,normal,uacr
1142,UMA,8,1,Topic 6,normal,uma
1143,A1M,8,1,Topic 6,normal,a1m
1144,IGU,8,1,Topic 6,normal,igu
1145,TRU,8,1,Topic 6,normal,tru
1147,Meplazumab,41,1,Topic 6,normal,meplazumab
1150,PPE,8,1,Topic 6,normal,ppe
1153,wS,18,1,Topic 6,normal,ws
1154,SARSCoV1,12,1,Topic 6,normal,sarscov1
1155,LY6E,96,1,Topic 6,normal,ly6e
1157,HSC,21,1,Topic 6,normal,hsc
1158,sRNAs,46,1,Topic 6,normal,srna
1159,snRNA,25,1,Topic 6,normal,snrna
1165,transfusion,29,1,Topic 4,normal,transfus
1166,Respanel,11,1,Topic 6,normal,respanel
1167,convenient,3,1,Topic 5,positive,conveni
1169,Resplex,9,1,Topic 6,normal,resplex
1170,FTDRP21,4,1,Topic 6,normal,ftdrp21
1172,supergroups,18,1,Topic 6,normal,supergroup
1175,FastViromeExplorer,60,1,Topic 6,normal,fastviromeexplor
1176,ViromeScan,33,1,Topic 6,normal,viromescan
1177,Blastn,22,1,Topic 6,normal,blastn
1178,kallisto,14,1,Topic 1,normal,kallisto
1179,repeat,14,1,Topic 1,normal,repeat
1181,GRSS,17,1,Topic 6,normal,grss
1185,Low,21,1,Topic 6,normal,low
1188,provision,12,1,Topic 5,normal,provis
1190,consumption,20,1,Topic 5,normal,consumpt
1192,carbohydrate,15,1,Topic 3,normal,carbohydr
1195,Simpson,7,1,Topic 6,normal,simpson
1196,Raubenheimer,8,1,Topic 6,normal,raubenheim
1198,GF,6,1,Topic 6,normal,gf
1199,ball,5,1,Topic 3,normal,ball
1202,shedding,5,1,Topic 5,normal,shed
1207,DCV,19,1,Topic 6,normal,dcv
1208,flies,10,1,Topic 3,normal,fli
1210,GLMs,6,1,Topic 6,normal,glm
1211,S6,9,1,Topic 6,normal,s6
1214,kinetic,20,1,Topic 4,normal,kinet
1219,SIRIUS,33,1,Topic 6,normal,siriu
1221,formula,119,1,Topic 1,normal,formula
1222,ZODIAC,64,1,Topic 6,normal,zodiac
1225,Daegu,3,1,Topic 6,normal,daegu
1226,Gyeongbuk,3,1,Topic 6,normal,gyeongbuk
1227,summary,4,1,Topic 1,normal,summari
1229,Switzerland,3,1,Topic 6,normal,switzerland
1235,fission,79,1,Topic 4,normal,fission
1237,vesicles,110,1,Topic 4,normal,vesicl
1238,NBAR,62,1,Topic 6,normal,nbar
1239,AmphFL,66,1,Topic 6,normal,amphfl
1240,mol,98,1,Topic 4,normal,mol
1242,Leishmania,4,1,Topic 6,normal,leishmania
1243,donovani,16,1,Topic 3,normal,donovani
1244,promastigotes,6,1,Topic 6,normal,promastigot
1245,amastigotes,5,1,Topic 6,normal,amastigot
1247,Tgfb,3,1,Topic 6,normal,tgfb
1248,mTOR,4,1,Topic 6,normal,mtor
1249,eIF4A,10,1,Topic 6,normal,eif4a
1252,EDNA,10,1,Topic 6,normal,edna
1254,EDNAtran,3,1,Topic 6,normal,ednatran
1255,Eprobes,8,1,Topic 6,normal,eprob
1256,flavus,6,1,Topic 6,normal,flavu
1257,aflatoxin,12,1,Topic 6,normal,aflatoxin
1258,AF36,5,1,Topic 6,normal,af36
1259,AF70,11,1,Topic 6,normal,af70
1261,Dextrose,2,1,Topic 6,normal,dextros
1262,ATCC,2,1,Topic 6,normal,atcc
1263,agar,3,1,Topic 3,normal,agar
1264,conidia,3,1,Topic 6,normal,conidia
1266,kernels,3,1,Topic 6,normal,kernel
1267,coffee,3,1,Topic 6,normal,coffe
1270,GMCSF,18,1,Topic 6,normal,gmcsf
1271,CD14,10,1,Topic 6,normal,cd14
1274,ciPSI,7,1,Topic 6,normal,cipsi
1275,eIF2,15,1,Topic 6,normal,eif2
1276,Int,34,1,Topic 6,normal,int
1277,DTA,44,1,Topic 6,normal,dta
1280,SARI,2,1,Topic 6,normal,sari
1281,hope,2,1,Topic 2,normal,hope
1285,bounds,2,1,Topic 2,normal,bound
1288,lopinavirritonavir,3,1,Topic 6,normal,lopinavirritonavir
1289,Cui,2,1,Topic 6,normal,cui
